variant,label,detection_accuracy,detection_precision,detection_recall,detection_f1,roc_auc,family_top1_accuracy,family_top5_accuracy,cross_architecture_accuracy,detection_accuracy_pct,detection_precision_pct,detection_recall_pct,detection_f1_pct,roc_auc_pct,family_top1_accuracy_pct,family_top5_accuracy_pct,cross_architecture_accuracy_pct
no_cfg,w/o CFG Encoder,0.9386,0.9386801601644261,0.9386,0.9383821621767023,0.9834267426173536,0.48131147540983604,0.6559562841530054,0.9381898454746137,93.86,93.87,93.86,93.84,98.34,48.13,65.60,93.82
